Category	Title				
Education & Research	InHale : Information for Nursing and Health in a Learning Environment				
Education & Research	IncReASe: Increasing Repository Content through Automation				
Education & Research	Influenza - Las respuestas de la ciencia y acciones de la UNAM				
Education & Research	Information Environment Metadata Schema Registry (IEMSR)				
Education & Research	Information Environment Service Registry				
Education & Research	Information Management and Governance Toolkit				
Education & Research	Infrastructure for Integration in Structural Sciences (I2S2)				
Education & Research	Ingenuity KnowledgeHub				
Education & Research	Innovation in Design, Construction & Operation of Buildings for People - IDCOP				
Education & Research	Inspires (Innovative Networks Supporting People Who Investigate Research Environments and Spaces)				
Education & Research	Institute of Commonwealth Studies				
Education & Research	Institute of Healthy Ageing, University College London (UCL)				
Education & Research	Institutional Data Management for Personalisation and Syndication (ID-MAPS)				
Education & Research	Institutional Innovation Support, Synthesis and Benefits Realisation (SSBR) project				
Education & Research	Institutional Student ePioneer Partnerships (InStePP)				
Education & Research	Institutional records management and email				
Education & Research	Integrated Research Input and Output System (IRIOS)				
Education & Research	Integrated Social History Environment for Research (ISHER)-Digging into Social Unrest				
Education & Research	Integrating Broadside Ballads Archives				
Education & Research	Integrating CAA (Computer-Assisted Assessment) in Management Information Systems				
Education & Research	Integrating Data Mining and Data Management Technologies for Scholarly Inquiry				
Education & Research	Integrating the Shibboleth Single Sign on Service with the Cheshire Digital Library Framework				
Education & Research	Integrating thin client systems for secure e-assessment				
Education & Research	Integrative technologies project				
Education & Research	Intelligent decision support systems in HE				
Education & Research	InterLoc : Digital Dialogue Games for Learning				
Education & Research	Interactive work-based learning environment (iWoBLe)				
Education & Research	International Centre for Victorian Women Writers at Canterbury Christchurch University				
Education & Research	International Gender Studies Centre (IGS)				
Education & Research	Internet Archaeology : the first fully refereed e-journal for archaeology				
Education & Research	InteropAbility				
Education & Research	Interoperable Geographic Information for Biosphere Study (IGIBS)				
Education & Research	Intuitive Curriculum Explorer Interface (ICEIface)				
Education & Research	Intute				
Education & Research	Investigation into Personalisation in Presentation Services				
Education & Research	Italian, Faculty of Medieval and Modern Languages, University of Oxford				
Education & Research	JAFER (Java Access for Electronic Resources) ToolKit Project				
Education & Research	JEDDS : Joint Electronic Document Delivery Software Project				
Education & Research	JISC Access Management Team				
Education & Research	JISC Audience Experts Panel Blog				
Education & Research	JISC Business and Community Engagement (BCE)				
Education & Research	JISC CETIS : Centre for Educational Technology and Interoperability Standards				
Education & Research	JISC Design Studios				
Education & Research	JISC Digital Media				
Education & Research	JISC Digital Preservation blog				
Education & Research	JISC Digitisation : News from the UK Digitisation Programme				
Education & Research	JISC Greening ICT programme				
Education & Research	JISC InfoNet				
Education & Research	JISC Information Environment Team				
Education & Research	JISC Information Governance Gateway - JIGG				
Education & Research	JISC Innovation Forum 2008				
Education & Research	JISC Involve				
Education & Research	JISC Involve : Grace Porter's blog				
Education & Research	JISC Involve : GregCblog				
Education & Research	JISC Involve : Hector Peeble's JISC  blog				
Education & Research	JISC Involve : Lawrie's blog				
Education & Research	JISC Involve : Robert HC's PonderBlog				
Education & Research	JISC Involve : Will Allen Workblog				
Education & Research	JISC Legal				
Education & Research	JISC Libraries of the Future				
Education & Research	JISC Managing Research Data Programme				
Education & Research	JISC Monitoring Unit				
Education & Research	JISC PoWR: Preservation of Web Resources				
Education & Research	JISC Procureweb				
Education & Research	JISC RSCs Virtual Worlds Support				
Education & Research	JISC Regional Support Centre East Midlands				
Education & Research	JISC Regional Support Centre Eastern				
Education & Research	JISC Regional Support Centre North-West				
Education & Research	JISC Regional Support Centre Northern				
Education & Research	JISC Regional Support Centre Northern Ireland				
Education & Research	JISC Regional Support Centre Scotland North and East				
Education & Research	JISC Regional Support Centre Scotland South and West				
Education & Research	JISC Regional Support Centre South-East				
Education & Research	JISC Regional Support Centre South-West				
Education & Research	JISC Regional Support Centre Wales				
Education & Research	JISC Regional Support Centre West Midlands				
Education & Research	JISC Regional Support Centre for London				
Education & Research	JISC Regional Support Centre for Yorkshire and Humber				
Education & Research	JISC Regional Support Centres				
Education & Research	JISC Services Communications Group				
Education & Research	JISC Techdis				
Education & Research	JISC Users and Innovation blog				
Education & Research	JISC and TLRP (TEL) Collaboration				
Education & Research	JISC e-Learning Blog				
Education & Research	JISC e-Learning Focus				
Education & Research	JISC eLISA				
Education & Research	JISC-IRET				
Education & Research	JISCPress				
Education & Research	JOSEPH : Joining Up Organisations to Support new Engineering Pathways into Higher Education				
Education & Research	James Farnhill's Work Blog				
Education & Research	Jazzhub				
Education & Research	Jerome: Re-imagining Your Library				
Education & Research	Jess				
Education & Research	Joint Information Systems Committee (JISC)				
Education & Research	Journal Research Data (JoRD) Policy Bank				
Education & Research	KAPTUR Project				
Education & Research	KAPTUR blog				
Education & Research	KC-ROLO - Kidderminster College Repository of Learning Objects				
Education & Research	KCL Committee Zone				
Education & Research	KULTIVATE blog				
Education & Research	KULTUR				
Education & Research	KeepIt: Kultur, eCrystals, EdShare (and NECTAR) - Preserve It!				
Education & Research	Kent Personal Learning Portal Pilot				
Education & Research	Kingston Relationship Application for Data on Learner Engagement (KRADLE)				
Education & Research	Kingston access to Science teaching across new and emerging technologies (KASTANET)				
Education & Research	Kingston uplift for business education (KUBE)				
Education & Research	Kit-Catalogue				
Education & Research	Knowledge Exchange CRIS-OAR metadata interoperability project				
Education & Research	Kultur II Group				
Education & Research	L20 : Sharing Language Learning Objects				
Education & Research	L2L: Learning to Learn				
Education & Research	L4All - Lifelong Learning in London for All				
Education & Research	LADIE : Learning Design Activity in Education				
Education & Research	LAMDA Electronic Document Delivery in London and Manchester				
Education & Research	LICHEN: Location Independent Collaboration in Higher Education Networks				
Education & Research	LIFE (Lifecycle Information for E-literature)				
Education & Research	LIFE-SHARE Project : Lifecycle strategies and architecture for regional e-content				
Education & Research	LIPA Learning Services				
Education & Research	LMS Change				
Education & Research	LUCERO Project: Linking University Content for Education and Research Online				
Education & Research	Labour Market Information for Higher Education				
Education & Research	Lancaster University Management School				
Education & Research	Languages Open Resources Online (LORO)				
Education & Research	Lawpaths				
Education & Research	Le Gal IT				
Education & Research	Leading education and social  research - Institute of Education, University of London				
Education & Research	Learner experiences Across the Disciplines (LeAD)				
Education & Research	Learning Bank / The Learning Bank 2				
Education & Research	Learning Materials Application Profile Scoping Study				
Education & Research	Learning and Skills Council				
Education & Research	Learning and Skills Research Centre				
Education & Research	Learning via Stars and Literature				
Education & Research	Leeds Centre for Victorian Studies, Leeds Trinity & All Saints				
Education & Research	Legal & Records Management study				
Education & Research	LibPortal: Library Portal Survey and Review				
Education & Research	Library Impact Data Project				
Education & Research	Library Management Systems Horizon Scan				
Education & Research	Library Social Widget Toolkit				
Education & Research	Library Systems Shared Services Feasibility Study (Wales)				
Education & Research	Library and Learning Services Conference 2012				
Education & Research	LifeSign : Networked Moving images for the life sciences				
Education & Research	Lifeshareproject Blog				
Education & Research	Lifespan Research & Data Archive Repository (RADAR)				
Education & Research	LinkER : Formative Evaluation of the JISC 'Linking Digital Libraries with Virtual Learning Environments' (DiVLE) Programme				
Education & Research	LinkSphere				
Education & Research	Linkey				
Education & Research	Linking the Institutional and Personal Information Domains				
Education & Research	List8D				
Education & Research	Liverpool Shibboleth Implementation Programme				
Education & Research	Living Books About Life: LiviBL				
Education & Research	Living with Geographers				
Education & Research	Locating London's Past Blog				
Education & Research	Location Independent Working				
Education & Research	Logins for Life				
Education & Research	London Business School				
Education & Research	London School of Hygiene & Tropical Medicine				
Education & Research	Look here!				
Education & Research	Loughborough Personal Profile Project				
Education & Research	Low Carbon ICT				
Education & Research	M25 Link Project documentation				
